Thu May 15 19:54:47 2025    /Users/nicole.r.frank/Breast-Cancer-Classification---SE489/reports/profiling/run.prof

         1410713 function calls (1379404 primitive calls) in 1.386 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 validation.py:1673(check_is_fitted)
       10    0.000    0.000    0.000    0.000 base.py:5552(equals)
        1    0.000    0.000    0.000    0.000 _label.py:1(<module>)
        5    0.000    0.000    0.000    0.000 object_array.py:46(_str_map)
        1    0.000    0.000    0.000    0.000 core.py:169(Context)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2256(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 variables.py:1(<module>)
     1560    0.000    0.000    0.000    0.000 _parser.py:83(groups)
  193/188    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
     1541    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      475    0.000    0.000    0.000    0.000 _docscrape.py:49(read)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _arraysetops_impl.py:1177(setdiff1d)
        1    0.000    0.000    0.000    0.000 __init__.py:149(EntryPoint)
        2    0.000    0.000    0.000    0.000 format.py:817(_get_formatted_index)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorizer.py:1(<module>)
       13    0.000    0.000    0.000    0.000 accessor.py:176(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
      105    0.000    0.000    0.000    0.000 _available_if.py:39(__get__)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:860(filtered)
        1    0.000    0.000    0.000    0.000 panel.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _optional.py:85(import_optional_dependency)
        3    0.000    0.000    0.000    0.000 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:345(<listcomp>)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:449(polyfit)
        6    0.000    0.000    0.000    0.000 managers.py:2121(create_block_manager_from_column_arrays)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modeline.py:1(<module>)
       13    0.000    0.000    0.000    0.000 accessor.py:63(_add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 _interpolate.py:263(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1790(Group)
        6    0.000    0.000    0.000    0.000 indexing.py:1689(_getitem_tuple)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
      157    0.000    0.000    0.000    0.000 series.py:784(name)
        1    0.000    0.000    0.000    0.000 _omp.py:1(<module>)
       64    0.000    0.000    0.000    0.000 common.py:37(wrapper)
        1    0.000    0.000    0.000    0.000 timeouts.py:1(<module>)
      214    0.000    0.000    0.000    0.000 dataclasses.py:827(_set_new_attribute)
       12    0.000    0.000    0.000    0.000 _arraysetops_impl.py:862(_in1d)
     4118    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2285(skewness)
        1    0.000    0.000    0.000    0.000 __init__.py:1159(<listcomp>)
     1286    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3103(_moment_central_transform)
        1    0.000    0.000    0.000    0.000 _punycode.py:1(<module>)
      240    0.000    0.000    0.000    0.000 format.py:1816(is_number_with_decimal)
        1    0.000    0.000    0.000    0.000 _linesearch.py:1(<module>)
       20    0.000    0.000    0.000    0.000 validation.py:472(<listcomp>)
      438    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        1    0.000    0.000    0.000    0.000 dtypes.py:1164(IntervalDtype)
      113    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 from_dataframe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
      261    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
       12    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1034(wrapped)
        1    0.000    0.000    0.000    0.000 common_rules.py:1(<module>)
      241    0.000    0.000    0.000    0.000 _methods.py:50(_sum)
        1    0.000    0.000    0.000    0.000 _coo.py:287(toarray)
     4205    0.000    0.000    0.000    0.000 inspect.py:3015(parameters)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1940(TimelikeOps)
      176    0.000    0.000    0.000    0.000 inspect.py:2738(replace)
      602    0.000    0.000    0.000    0.000 _docscrape.py:458(<listcomp>)
      118    0.000    0.000    0.000    0.000 inspect.py:1437(formatannotation)
       16    0.000    0.000    0.000    0.000 _tags.py:303(_find_tags_provider)
       64    0.000    0.000    0.000    0.000 common.py:43(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 segment.py:63(Segment)
      803    0.000    0.000    0.000    0.000 _array_api.py:381(__getattr__)
        1    0.000    0.000    0.000    0.000 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:165(ParameterInfo)
        3    0.000    0.000    0.000    0.000 arrayprint.py:605(array2string)
      114    0.000    0.000    0.000    0.000 managers.py:287(get_dtypes)
        1    0.000    0.000    0.000    0.000 interval.py:159(IntervalIndex)
       76    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
        2    0.000    0.000    0.000    0.000 _strptime.py:49(__init__)
       66    0.000    0.000    0.000    0.000 format.py:1220(_format)
        1    0.000    0.000    0.000    0.000 style.py:30(Style)
        9    0.000    0.000    0.000    0.000 extmath.py:1207(_nanaverage)
        5    0.000    0.000    0.000    0.000 accessor.py:255(_wrap_result)
      559    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.000    0.000 _type_check_impl.py:1(<module>)
       75    0.000    0.000    0.000    0.000 inspect.py:1943(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 _osx_support.py:178(_supports_universal_builds)
       53    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.000    0.000 _osx_support.py:117(_get_system_version_tuple)
      183    0.000    0.000    0.000    0.000 base.py:7688(maybe_extract_name)
        5    0.000    0.000    0.000    0.000 series.py:5773(isna)
        1    0.000    0.000    0.000    0.000 array.py:237(ArrowExtensionArray)
        1    0.000    0.000    0.000    0.000 _emoji_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2017(Parameter)
        1    0.000    0.000    0.000    0.000 masked.py:107(BaseMaskedArray)
      160    0.000    0.000    0.000    0.000 common.py:1198(is_bool_dtype)
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.coo_todense}
      191    0.000    0.000    0.000    0.000 generic.py:278(__init__)
        5    0.000    0.000    0.000    0.000 generic.py:8693(isna)
      319    0.000    0.000    0.000    0.000 function_base.py:473(_add_docstring)
        1    0.000    0.000    0.000    0.000 _osx_support.py:86(_get_system_version)
     4111    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 base.py:428(_validate_params)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3192(_moment_transform_center)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
      301    0.000    0.000    0.000    0.000 construction.py:696(_sanitize_ndim)
        1    0.000    0.000    0.000    0.000 ewm.py:133(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _multivariate.py:5779(_docfill)
     3472    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
     1159    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 syntax.py:227(Syntax)
      127    0.000    0.000    0.000    0.000 concat.py:52(concat_compat)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:545(pad)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:392(open)
        1    0.000    0.000    0.000    0.000 lgmres.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _classification.py:1531(_prf_divide)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        5    0.000    0.000    0.000    0.000 missing.py:466(array_equivalent)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _strptime.py:238(pattern)
      333    0.000    0.000    0.000    0.000 _parser.py:453(_uniq)
       65    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 _version.py:55(__init__)
      902    0.000    0.000    0.000    0.000 _config.py:27(_get_threadlocal_config)
       81    0.000    0.000    0.000    0.000 _array_api.py:271(supported_float_dtypes)
      152    0.000    0.000    0.000    0.000 _config.py:60(set_config)
      401    0.000    0.000    0.000    0.000 _util.py:620(<listcomp>)
        1    0.000    0.000    0.000    0.000 _colorizer.py:71(AnsiParser)
        4    0.000    0.000    0.000    0.000 _docscrape.py:684(<listcomp>)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
       25    0.000    0.000    0.000    0.000 version.py:65(parse)
        1    0.000    0.000    0.000    0.000 _mask.py:1(<module>)
      157    0.000    0.000    0.000    0.000 managers.py:236(set_axis)
       10    0.000    0.000    0.000    0.000 _handler.py:127(emit)
     1851    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     1591    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       50    0.000    0.000    0.000    0.000 dataclasses.py:228(_recursive_repr)
        6    0.000    0.000    0.000    0.000 managers.py:2190(_form_blocks)
       49    0.000    0.000    0.000    0.000 core.py:129(get_object_signature)
        1    0.000    0.000    0.000    0.000 expressions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 format.py:1349(format_with_na_rep)
       58    0.000    0.000    0.000    0.000 base.py:5437(_can_hold_identifiers_and_holds_name)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
        9    0.000    0.000    0.000    0.000 indexing.py:1719(_getitem_axis)
        5    0.000    0.000    0.000    0.000 missing.py:564(_array_equivalent_object)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2751(icdf)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiclass.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
     2055    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
      108    0.000    0.000    0.000    0.000 typing.py:350(_flatten_literal_params)
        3    0.000    0.000    0.000    0.000 arrayprint.py:567(_array2string)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:4145(get_distribution_names)
       25    0.000    0.000    0.000    0.000 version.py:292(__init__)
      411    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       24    0.000    0.000    0.000    0.000 series.py:6418(_reduce)
     1769    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
     2493    0.000    0.000    0.000    0.000 _docscrape.py:153(__getitem__)
       57    0.000    0.000    0.000    0.000 base.py:1371(decorator)
        2    0.000    0.000    0.000    0.000 base.py:7031(drop)
      401    0.000    0.000    0.000    0.000 _util.py:625(<listcomp>)
       71    0.000    0.000    0.000    0.000 typing.py:1877(__init_subclass__)
        8    0.000    0.000    0.000    0.000 nanops.py:68(__init__)
       26    0.000    0.000    0.000    0.000 core.py:7101(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
      628    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
       16    0.000    0.000    0.000    0.000 common.py:1165(_is_binary_mode)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1130(argsort)
        3    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 _plotting.py:1(<module>)
     4169    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 loss.py:921(__init__)
      401    0.000    0.000    0.000    0.000 _util.py:642(<dictcomp>)
        9    0.000    0.000    0.000    0.000 frame.py:3983(_ixs)
        3    0.000    0.000    0.000    0.000 decorator.py:200(decorate)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
      401    0.000    0.000    0.000    0.000 _util.py:639(<dictcomp>)
      344    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
       74    0.000    0.000    0.000    0.000 _unique.py:81(cached_unique)
      110    0.000    0.000    0.000    0.000 enum.py:933(_check_for_existing_members_)
      360    0.000    0.000    0.000    0.000 warnings.py:467(__enter__)
      314    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
       23    0.000    0.000    0.000    0.000 nanops.py:70(<genexpr>)
       26    0.000    0.000    0.000    0.000 core.py:7107(getdoc)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:70(_icdf_formula)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1569(_array_repr_implementation)
     3478    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      280    0.000    0.000    0.000    0.000 _docscrape.py:491(_str_section)
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
      401    0.000    0.000    0.000    0.000 _util.py:635(<listcomp>)
       73    0.000    0.000    0.000    0.000 inspect.py:2875(apply_defaults)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:165(_icdf_formula)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:28(_get_css_style)
        1    0.000    0.000    0.000    0.000 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
      274    0.000    0.000    0.000    0.000 common.py:568(require_length_match)
        1    0.000    0.000    0.000    0.000 tokenize.py:299(detect_encoding)
       16    0.000    0.000    0.000    0.000 format.py:1755(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:1(<module>)
     3295    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      320    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
       45    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       33    0.000    0.000    0.000    0.000 base.py:649(_simple_new)
      117    0.000    0.000    0.000    0.000 _aliases.py:78(asarray)
        1    0.000    0.000    0.000    0.000 defchararray.py:1(<module>)
      319    0.000    0.000    0.000    0.000 typing.py:2609(overload)
      158    0.000    0.000    0.000    0.000 common.py:1571(validate_all_hashable)
      156    0.000    0.000    0.000    0.000 blocks.py:2716(new_block)
      203    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       70    0.000    0.000    0.000    0.000 _docscrape.py:499(_str_see_also)
     1286    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
      437    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 connection.py:1(<module>)
      475    0.000    0.000    0.000    0.000 _docscrape.py:16(strip_blank_lines)
        1    0.000    0.000    0.000    0.000 shell_completion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        4    0.000    0.000    0.000    0.000 format.py:1819(should_trim)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
      143    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
       44    0.000    0.000    0.000    0.000 pydoc.py:104(_finddoc)
       79    0.000    0.000    0.000    0.000 base.py:836(__iter__)
      124    0.000    0.000    0.000    0.000 construction.py:769(_try_cast)
        6    0.000    0.000    0.000    0.000 indexing.py:1032(_getitem_lowerdim)
        4    0.000    0.000    0.000    0.000 format.py:1352(<listcomp>)
        2    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:253(TyperArgument)
        1    0.000    0.000    0.000    0.000 generic.py:1329(DataFrameGroupBy)
        5    0.000    0.000    0.000    0.000 decorator.py:144(make)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1053(read_text)
      246    0.000    0.000    0.000    0.000 dataclasses.py:368(field)
       14    0.000    0.000    0.000    0.000 __init__.py:198(split)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:480(Doc)
        1    0.000    0.000    0.000    0.000 dtypes.py:690(DatetimeTZDtype)
       26    0.000    0.000    0.000    0.000 typing.py:2071(__init_subclass__)
      191    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
       11    0.000    0.000    0.000    0.000 _array_api.py:214(_union1d)
        1    0.000    0.000    0.000    0.000 _gauss_kronrod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 range.py:66(RangeIndex)
        4    0.000    0.000    0.000    0.000 format.py:1827(<listcomp>)
        1    0.000    0.000    0.000    0.000 rolling.py:884(Window)
        3    0.000    0.000    0.000    0.000 _logger.py:2080(success)
      157    0.000    0.000    0.000    0.000 base.py:86(_validate_set_axis)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       70    0.000    0.000    0.000    0.000 __init__.py:877(normalize)
       19    0.000    0.000    0.000    0.000 series.py:6459(any)
       12    0.000    0.000    0.000    0.000 extension.py:125(wrapper)
       13    0.000    0.000    0.000    0.000 expr.py:187(_filter_nodes)
      134    0.000    0.000    0.000    0.000 base.py:549(find)
      152    0.000    0.000    0.000    0.000 blocks.py:2645(maybe_coerce_values)
      117    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 compressor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 console.py:124(ConsoleOptions)
       39    0.000    0.000    0.000    0.000 getlimits.py:112(_float_to_str)
        1    0.000    0.000    0.000    0.000 blocks.py:1(<module>)
        4    0.000    0.000    0.000    0.000 format.py:1834(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:154(Table)
       35    0.000    0.000    0.000    0.000 enum.py:1008(_find_new_)
        8    0.000    0.000    0.000    0.000 blocks.py:1287(take_nd)
        1    0.000    0.000    0.000    0.000 _perceptron.py:1(<module>)
        1    0.000    0.000    0.000    0.000 style.py:60(__new__)
       50    0.000    0.000    0.000    0.000 inspect.py:1804(getattr_static)
       30    0.000    0.000    0.000    0.000 enum.py:1514(__or__)
      826    0.000    0.000    0.000    0.000 base.py:909(__len__)
        1    0.000    0.000    0.000    0.000 blockquote.py:1(<module>)
     1332    0.000    0.000    0.000    0.000 printing.py:510(len)
      252    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
       52    0.000    0.000    0.000    0.000 accessor.py:126(_forbid_nonstring_types)
        1    0.000    0.000    0.000    0.000 _url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1422(ContinuousDistribution)
        2    0.000    0.000    0.000    0.000 pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
       50    0.000    0.000    0.000    0.000 generic.py:6236(__finalize__)
      148    0.000    0.000    0.000    0.000 _param_validation.py:396(__init__)
       21    0.000    0.000    0.000    0.000 _unique.py:28(attach_unique)
        8    0.000    0.000    0.000    0.000 common.py:131(close)
       33    0.000    0.000    0.000    0.000 fromnumeric.py:2338(sum)
       66    0.000    0.000    0.000    0.000 printing.py:165(pprint_thing)
        1    0.000    0.000    0.000    0.000 backports.py:1(<module>)
      919    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
       54    0.000    0.000    0.000    0.000 _axis_nan_policy.py:290(_get_axis_params)
     2791    0.000    0.000    0.000    0.000 inspect.py:2726(default)
       38    0.000    0.000    0.000    0.000 getlimits.py:493(__new__)
      126    0.000    0.000    0.000    0.000 expr.py:191(<genexpr>)
      272    0.000    0.000    0.000    0.000 _array_api.py:401(asarray)
        1    0.000    0.000    0.000    0.000 sysconfig.py:443(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1513(__init__)
        1    0.000    0.000    0.000    0.000 base.py:284(IndexOpsMixin)
      559    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
        9    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.000    0.000 dataclasses.py:1149(_add_slots)
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
       19    0.000    0.000    0.000    0.000 arrayprint.py:1685(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 main.py:128(Typer)
       17    0.000    0.000    0.000    0.000 __init__.py:2074(getLogger)
       42    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
        1    0.000    0.000    0.000    0.000 _mixins.py:92(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 _multiufuncs.py:1(<module>)
      120    0.000    0.000    0.000    0.000 format.py:1305(base_formatter)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:1447(searchsorted)
        1    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
        1    0.000    0.000    0.000    0.000 base_parser.py:101(ParserBase)
        6    0.000    0.000    0.000    0.000 validation.py:90(_assert_all_finite)
      360    0.000    0.000    0.000    0.000 warnings.py:488(__exit__)
        1    0.000    0.000    0.000    0.000 train.py:99(save_trained_model)
      258    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      754    0.000    0.000    0.000    0.000 _docscrape.py:403(<genexpr>)
     1992    0.000    0.000    0.000    0.000 typing.py:757(<genexpr>)
      211    0.000    0.000    0.000    0.000 _array_api.py:209(_is_numpy_namespace)
      516    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        4    0.000    0.000    0.000    0.000 format.py:425(__init__)
      295    0.000    0.000    0.000    0.000 series.py:831(_values)
        3    0.000    0.000    0.000    0.000 common.py:151(__exit__)
       54    0.000    0.000    0.000    0.000 _docscrape.py:658(splitlines_x)
       79    0.000    0.000    0.000    0.000 numeric.py:290(full)
      189    0.000    0.000    0.000    0.000 _metadata_requests.py:311(add_request)
        4    0.000    0.000    0.000    0.000 printing.py:524(adjoin)
       52    0.000    0.000    0.000    0.000 core.py:938(__init__)
        1    0.000    0.000    0.000    0.000 backports.py:60(LooseVersion)
       19    0.000    0.000    0.000    0.000 _array_api.py:415(unique_values)
        2    0.000    0.000    0.000    0.000 _encode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraylike.py:31(OpsMixin)
       63    0.000    0.000    0.000    0.000 _unique.py:56(<genexpr>)
      159    0.000    0.000    0.000    0.000 _unique.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _huber.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quantile.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _classification.py:1(<module>)
        3    0.000    0.000    0.000    0.000 expr.py:279(disallowed)
      173    0.000    0.000    0.000    0.000 series.py:734(name)
       79    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:412(realpath)
      480    0.000    0.000    0.000    0.000 format.py:1749(just)
      252    0.000    0.000    0.000    0.000 config.py:635(_get_root)
      328    0.000    0.000    0.000    0.000 enum.py:193(__get__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        4    0.000    0.000    0.000    0.000 printing.py:31(adjoin)
      496    0.000    0.000    0.000    0.000 format.py:1740(<genexpr>)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
      215    0.000    0.000    0.000    0.000 _docscrape.py:28(__init__)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:1(<module>)
      379    0.000    0.000    0.000    0.000 enum.py:747(__delattr__)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
      584    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
      117    0.000    0.000    0.000    0.000 _methods.py:67(_all)
      107    0.000    0.000    0.000    0.000 dataclasses.py:401(_tuple_str)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:464(inner)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        6    0.000    0.000    0.000    0.000 construction.py:487(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:845(_hash_add)
        1    0.000    0.000    0.000    0.000 params.py:1(<module>)
        1    0.000    0.000    0.000    0.000 columns.py:16(Columns)
       17    0.000    0.000    0.000    0.000 generic.py:36(create_pandas_abc_type)
       17    0.000    0.000    0.000    0.000 __init__.py:1327(getLogger)
        2    0.000    0.000    0.000    0.000 base.py:6162(get_indexer_for)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:196(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.000    0.000 _theil_sen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
    429/1    0.000    0.000    0.000    0.000 __config__.py:14(_cleanup)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      782    0.000    0.000    0.000    0.000 typing.py:1720(_value_and_type_iter)
     49/1    0.000    0.000    0.000    0.000 __config__.py:20(<dictcomp>)
     1905    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       27    0.000    0.000    0.000    0.000 cast.py:1156(maybe_infer_to_datetimelike)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 frame.py:4626(_get_item_cache)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1532(_update_parameters)
       11    0.000    0.000    0.000    0.000 _datetime.py:143(aware_now)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
     1506    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 block.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1993(__init__)
       42    0.000    0.000    0.000    0.000 _unique.py:9(_attach_unique)
        1    0.000    0.000    0.000    0.000 _ransac.py:82(RANSACRegressor)
        4    0.000    0.000    0.000    0.000 inspect.py:1332(getfullargspec)
     1482    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _multivariate.py:2678(__init__)
       75    0.000    0.000    0.000    0.000 enum.py:979(_find_data_type_)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:269(filldoc)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
        5    0.000    0.000    0.000    0.000 dataclasses.py:638(_hash_fn)
       12    0.000    0.000    0.000    0.000 _array_api.py:680(_find_matching_floating_dtype)
