Thu May 15 19:49:52 2025    /Users/nicole.r.frank/Breast-Cancer-Classification---SE489/reports/profiling/train.prof

         1350575 function calls (1320336 primitive calls) in 1.430 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 terminal_theme.py:9(TerminalTheme)
        1    0.000    0.000    0.000    0.000 tempfile.py:154(__next__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 indexing.py:1756(_get_slice_axis)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser_inline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 emoji.py:27(Emoji)
        2    0.000    0.000    0.000    0.000 csvs.py:153(_initialize_columns)
     10/2    0.000    0.000    0.000    0.000 arrayprint.py:837(recurser)
       63    0.000    0.000    0.000    0.000 warnings.py:467(__enter__)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:86(_pad_simple)
        1    0.000    0.000    0.000    0.000 align.py:23(Align)
      146    0.000    0.000    0.000    0.000 pydoc.py:155(_getowndoc)
       16    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
       19    0.000    0.000    0.000    0.000 box.py:33(__init__)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _basic.py:3193(factorial2)
        4    0.000    0.000    0.000    0.000 validation.py:2370(_get_feature_names)
        1    0.000    0.000    0.000    0.000 _wilcoxon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:663(<listcomp>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:2642(SQLiteDatabase)
        4    0.000    0.000    0.000    0.000 range.py:1148(take)
        6    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       50    0.000    0.000    0.000    0.000 config.py:780(config_prefix)
      229    0.000    0.000    0.000    0.000 base.py:909(__len__)
       47    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 selector_events.py:43(BaseSelectorEventLoop)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
      181    0.000    0.000    0.000    0.000 expr.py:182(<genexpr>)
       25    0.000    0.000    0.000    0.000 inspect.py:2063(_signature_is_builtin)
       38    0.000    0.000    0.000    0.000 blocks.py:2645(maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 string_.py:275(StringArray)
       28    0.000    0.000    0.000    0.000 common.py:137(is_object_dtype)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x1046414e0}
      182    0.000    0.000    0.000    0.000 numerictypes.py:289(issubclass_)
       16    0.000    0.000    0.000    0.000 _available_if.py:19(__init__)
        1    0.000    0.000    0.000    0.000 symbolic.py:113(Precedence)
        2    0.000    0.000    0.000    0.000 pathlib.py:1036(open)
        1    0.000    0.000    0.000    0.000 pretty.py:408(Node)
        1    0.000    0.000    0.000    0.000 __init__.py:97(SymbolFilter)
        3    0.000    0.000    0.000    0.000 common.py:160(is_url)
       10    0.000    0.000    0.000    0.000 deprecation.py:83(wrap)
        1    0.000    0.000    0.000    0.000 types.py:643(File)
      125    0.000    0.000    0.000    0.000 _param_validation.py:148(validate_params)
       78    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
      318    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
        2    0.000    0.000    0.000    0.000 textwrap.py:341(_split_chunks)
        4    0.000    0.000    0.000    0.000 datetimelike.py:169(_period_dispatch)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:2093(__init__)
      250    0.000    0.000    0.000    0.000 dataclasses.py:437(_field_assign)
       56    0.000    0.000    0.000    0.000 typing.py:1981(_caller)
       32    0.000    0.000    0.000    0.000 _defaults.py:4(env)
        1    0.000    0.000    0.000    0.000 parallel.py:222(parallel_config)
       10    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:481(broadcast_arrays)
        1    0.000    0.000    0.000    0.000 _stack.py:1(<module>)
       31    0.000    0.000    0.000    0.000 frame.py:4017(_get_column_array)
      831    0.000    0.000    0.000    0.000 inspect.py:2730(annotation)
       19    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1016(_dispatch)
        8    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:645(validate)
       69    0.000    0.000    0.000    0.000 typing.py:2443(get_origin)
        4    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
        1    0.000    0.000    0.000    0.000 selectors.py:506(KqueueSelector)
      398    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
      191    0.000    0.000    0.000    0.000 doc.py:11(create_section_header)
        1    0.000    0.000    0.000    0.000 __init__.py:298(Process)
        2    0.000    0.000    0.000    0.000 __init__.py:1593(cpu_times)
       19    0.000    0.000    0.000    0.000 color.py:431(parse)
        1    0.000    0.000    0.000    0.000 core.py:143(ParameterSource)
        9    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
       39    0.000    0.000    0.000    0.000 base.py:86(_validate_set_axis)
        1    0.000    0.000    0.000    0.000 _decomp_lu.py:14(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _handler.py:32(__init__)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3062(_moment_central)
        2    0.000    0.000    0.000    0.000 sysconfig.py:109(_getuserbase)
     10/8    0.000    0.000    0.000    0.000 _array_api.py:237(_isdtype_single)
        1    0.000    0.000    0.000    0.000 _multicomp.py:25(DunnettResult)
        5    0.000    0.000    0.000    0.000 series.py:6418(_reduce)
        1    0.000    0.000    0.000    0.000 synchronize.py:370(Barrier)
        6    0.000    0.000    0.000    0.000 numeric.py:2690(extend_all)
        3    0.000    0.000    0.000    0.000 __init__.py:305(_compile_repl)
       89    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        5    0.000    0.000    0.000    0.000 numeric.py:1448(moveaxis)
       23    0.000    0.000    0.000    0.000 enum.py:1367(_iter_member_by_def_)
        6    0.000    0.000    0.000    0.000 abc.py:32(_register)
      117    0.000    0.000    0.000    0.000 _linear_loss.py:136(weight_intercept)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _param_validation.py:500(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 strings.py:1(<module>)
        3    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2276(mean)
       56    0.000    0.000    0.000    0.000 typing.py:296(_unpack_args)
        2    0.000    0.000    0.000    0.000 _basic.py:3038(_factorialx_wrapper)
      214    0.000    0.000    0.000    0.000 _decorators.py:316(<lambda>)
      287    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
        6    0.000    0.000    0.000    0.000 {method 'format_map' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       13    0.000    0.000    0.000    0.000 core.py:8801(_replace_return_type)
        3    0.000    0.000    0.000    0.000 cast.py:605(_maybe_promote_cached)
        7    0.000    0.000    0.000    0.000 core.py:2936(consume_value)
        1    0.000    0.000    0.000    0.000 renderer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:115(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 core.py:2766(MaskedArray)
        2    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
       18    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       16    0.000    0.000    0.000    0.000 _methods.py:58(_any)
        6    0.000    0.000    0.000    0.000 _simple_sinks.py:15(write)
        1    0.000    0.000    0.000    0.000 _adapters.py:42(CompatibilityFiles)
       33    0.000    0.000    0.000    0.000 construction.py:769(_try_cast)
        1    0.000    0.000    0.000    0.000 dataset.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _array_api.py:497(get_namespace)
       23    0.000    0.000    0.000    0.000 config.py:882(is_one_of_factory)
        3    0.000    0.000    0.000    0.000 _decorators.py:492(indent)
        1    0.000    0.000    0.000    0.000 _logger.py:2080(success)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:14(Normal)
        1    0.000    0.000    0.000    0.000 syntax.py:136(PygmentsSyntaxTheme)
       72    0.000    0.000    0.000    0.000 _docscrape.py:393(<setcomp>)
      201    0.000    0.000    0.000    0.000 _param_validation.py:298(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
       79    0.000    0.000    0.000    0.000 series.py:831(_values)
        1    0.000    0.000    0.000    0.000 array.py:287(SparseArray)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
       17    0.000    0.000    0.000    0.000 numeric.py:290(full)
       31    0.000    0.000    0.000    0.000 managers.py:1026(iget_values)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        3    0.000    0.000    0.000    0.000 common.py:515(get_compression_method)
       70    0.000    0.000    0.000    0.000 _docscrape.py:465(_str_summary)
        1    0.000    0.000    0.000    0.000 core.py:837(BaseCommand)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:25(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 _psposix.py:61(<listcomp>)
        2    0.000    0.000    0.000    0.000 _mapping.py:1(<module>)
        2    0.000    0.000    0.000    0.000 generic.py:4361(_slice)
        1    0.000    0.000    0.000    0.000 parser.py:328(parse_args)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        7    0.000    0.000    0.000    0.000 core.py:2700(add_to_parser)
        1    0.000    0.000    0.000    0.000 shell_completion.py:192(ShellComplete)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        7    0.000    0.000    0.000    0.000 take.py:325(_get_take_nd_function)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:107(FullHessianUpdateStrategy)
        2    0.000    0.000    0.000    0.000 textwrap.py:157(_split)
        8    0.000    0.000    0.000    0.000 models.py:275(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        5    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 _newton_solver.py:1(<module>)
      270    0.000    0.000    0.000    0.000 _decorators.py:343(doc)
        1    0.000    0.000    0.000    0.000 formatting.py:102(HelpFormatter)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:239(maybe_convert_indices)
        1    0.000    0.000    0.000    0.000 frame.py:4626(_get_item_cache)
      300    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 types.py:953(Tuple)
        1    0.000    0.000    0.000    0.000 control.py:54(Control)
        1    0.000    0.000    0.000    0.000 console.py:258(RichCast)
       50    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
       10    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1923(_validate_order_kind)
        4    0.000    0.000    0.000    0.000 doccer.py:208(_doc)
      146    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        8    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:335(contains)
        1    0.000    0.000    0.000    0.000 generic.py:6662(copy)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
      265    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
      150    0.000    0.000    0.000    0.000 _util.py:461(check_random_state)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        9    0.000    0.000    0.000    0.000 _util.py:1005(decorator)
      211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        8    0.000    0.000    0.000    0.000 _handler.py:241(update_format)
       18    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
        1    0.000    0.000    0.000    0.000 pretty.py:253(Pretty)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
       23    0.000    0.000    0.000    0.000 pathlib.py:536(__str__)
      526    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       58    0.000    0.000    0.000    0.000 _scorer.py:615(make_scorer)
       41    0.000    0.000    0.000    0.000 series.py:734(name)
        1    0.000    0.000    0.000    0.000 compressors.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       29    0.000    0.000    0.000    0.000 typing.py:1552(__mro_entries__)
        3    0.000    0.000    0.000    0.000 _parser.py:1006(parse_template)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:1(<module>)
      120    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
        3    0.000    0.000    0.000    0.000 cast.py:613(_maybe_promote)
      287    0.000    0.000    0.000    0.000 _docscrape.py:46(reset)
        1    0.000    0.000    0.000    0.000 symbolic.py:66(RelOp)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
      312    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       11    0.000    0.000    0.000    0.000 _array_api.py:232(<genexpr>)
       32    0.000    0.000    0.000    0.000 frame.py:1047(shape)
       15    0.000    0.000    0.000    0.000 _colorizer.py:184(colorize)
        7    0.000    0.000    0.000    0.000 missing.py:261(_isna_array)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
      127    0.000    0.000    0.000    0.000 typing.py:1429(<genexpr>)
        1    0.000    0.000    0.000    0.000 csvs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4383(gumbel_l_gen)
       42    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 parser.py:346(_process_args_for_args)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
       63    0.000    0.000    0.000    0.000 warnings.py:488(__exit__)
        9    0.000    0.000    0.000    0.000 _dtype.py:350(_name_get)
       21    0.000    0.000    0.000    0.000 overrides.py:22(get_array_function_like_doc)
        4    0.000    0.000    0.000    0.000 params.py:143(Option)
        1    0.000    0.000    0.000    0.000 _bayes.py:26(BayesianRidge)
        1    0.000    0.000    0.000    0.000 box.py:16(Box)
        2    0.000    0.000    0.000    0.000 base.py:6679(_maybe_cast_listlike_indexer)
        1    0.000    0.000    0.000    0.000 boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        7    0.000    0.000    0.000    0.000 style.py:496(parse)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:1(<module>)
       35    0.000    0.000    0.000    0.000 enum.py:360(__init__)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:204(_LogUniform)
        3    0.000    0.000    0.000    0.000 blas.py:384(getter)
       70    0.000    0.000    0.000    0.000 _docscrape.py:470(_str_extended_summary)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1895(Helper)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       28    0.000    0.000    0.000    0.000 _decomp_lu.py:14(<listcomp>)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        7    0.000    0.000    0.000    0.000 parser.py:293(add_option)
        4    0.000    0.000    0.000    0.000 main.py:622(param_path_convertor)
        3    0.000    0.000    0.000    0.000 take.py:287(_get_take_nd_function_cached)
      157    0.000    0.000    0.000    0.000 inspect.py:1762(_static_getmro)
      301    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
       18    0.000    0.000    0.000    0.000 pathlib.py:546(__fspath__)
      133    0.000    0.000    0.000    0.000 inference.py:334(is_hashable)
        1    0.000    0.000    0.000    0.000 abc.py:56(Traversable)
       49    0.000    0.000    0.000    0.000 config.py:635(_get_root)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:38(DtypeKind)
       25    0.000    0.000    0.000    0.000 version.py:475(_cmpkey)
        5    0.000    0.000    0.000    0.000 cast.py:1156(maybe_infer_to_datetimelike)
      130    0.000    0.000    0.000    0.000 _param_validation.py:595(<genexpr>)
        8    0.000    0.000    0.000    0.000 _colorizer.py:345(colorize)
        1    0.000    0.000    0.000    0.000 __init__.py:805(zip_children)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:35(_SendfileMode)
        3    0.000    0.000    0.000    0.000 extmath.py:991(_safe_accumulator_op)
      296    0.000    0.000    0.000    0.000 enum.py:1257(value)
       69    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 datetimes.py:166(DatetimeArray)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        6    0.000    0.000    0.000    0.000 categorical.py:122(_cat_compare_op)
        3    0.000    0.000    0.000    0.000 console.py:495(group)
        1    0.000    0.000    0.000    0.000 tempfile.py:143(rng)
       50    0.000    0.000    0.000    0.000 dataclasses.py:1017(<listcomp>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:103(dtype_from_ctypes_type)
        5    0.000    0.000    0.000    0.000 nanops.py:482(nanany)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 color.py:21(ColorSystem)
        1    0.000    0.000    0.000    0.000 category.py:51(CategoricalIndex)
        2    0.000    0.000    0.000    0.000 sysconfig.py:118(joinuser)
        1    0.000    0.000    0.000    0.000 validation.py:48(_inner_deprecate_positional_args)
        1    0.000    0.000    0.000    0.000 _axis_nan_policy.py:1(<module>)
      318    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        2    0.000    0.000    0.000    0.000 csvs.py:277(_save_header)
       10    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:834(_set_invalid_nan)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(BadParameter)
        3    0.000    0.000    0.000    0.000 pathlib.py:1008(stat)
        1    0.000    0.000    0.000    0.000 parser.py:51(_unpack_args)
      174    0.000    0.000    0.000    0.000 typing.py:479(__repr__)
        6    0.000    0.000    0.000    0.000 common.py:248(stringify_path)
        5    0.000    0.000    0.000    0.000 _data.py:1130(__sklearn_tags__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _probability_distribution.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      127    0.000    0.000    0.000    0.000 common.py:1399(_get_dtype)
      300    0.000    0.000    0.000    0.000 dataclasses.py:1106(<genexpr>)
       50    0.000    0.000    0.000    0.000 inspect.py:1783(_is_type)
        3    0.000    0.000    0.000    0.000 six.py:887(wrapper)
      211    0.000    0.000    0.000    0.000 enum.py:229(__set_name__)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
       81    0.000    0.000    0.000    0.000 construction.py:481(ensure_wrapped_if_datetimelike)
        1    0.000    0.000    0.000    0.000 _logistic.py:807(LogisticRegression)
       12    0.000    0.000    0.000    0.000 generic.py:339(_from_mgr)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic.py:96(ArithOp)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1318(<listcomp>)
      143    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
       24    0.000    0.000    0.000    0.000 _util.py:276(_transition_to_rng)
        3    0.000    0.000    0.000    0.000 blas.py:411(get_blas_funcs)
       30    0.000    0.000    0.000    0.000 common.py:1434(_is_dtype_type)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
      427    0.000    0.000    0.000    0.000 enum.py:1151(__init__)
        1    0.000    0.000    0.000    0.000 table.py:38(Column)
        1    0.000    0.000    0.000    0.000 stata.py:1116(StataReader)
       70    0.000    0.000    0.000    0.000 _param_validation.py:204(<dictcomp>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1245(is_dir)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
       45    0.000    0.000    0.000    0.000 accessor.py:110(_create_delegator_method)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
      373    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _compat.py:454(_AtomicFile)
      254    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        6    0.000    0.000    0.000    0.000 main.py:258(_walk_to_root)
        1    0.000    0.000    0.000    0.000 parser.py:215(Argument)
        1    0.000    0.000    0.000    0.000 frame.py:3983(_ixs)
        1    0.000    0.000    0.000    0.000 _fftlog_backend.py:1(<module>)
       67    0.000    0.000    0.000    0.000 typing.py:1049(<genexpr>)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:3328(prod)
        1    0.000    0.000    0.000    0.000 zipfile.py:2416(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
        7    0.000    0.000    0.000    0.000 core.py:2278(consume_value)
        1    0.000    0.000    0.000    0.000 color.py:36(ColorType)
      353    0.000    0.000    0.000    0.000 multiarray.py:107(empty_like)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:768(Path)
        5    0.000    0.000    0.000    0.000 _basic.py:3012(_is_subdtype)
       42    0.000    0.000    0.000    0.000 blocks.py:2674(get_block_type)
        1    0.000    0.000    0.000    0.000 blocks.py:181(Block)
        1    0.000    0.000    0.000    0.000 _natype.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1278(_generate_domain_support)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        5    0.000    0.000    0.000    0.000 validation.py:313(_is_arraylike_not_scalar)
        1    0.000    0.000    0.000    0.000 _qmc.py:1604(Sobol)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ksstats.py:1(<module>)
        3    0.000    0.000    0.000    0.000 common.py:550(infer_compression)
       49    0.000    0.000    0.000    0.000 config.py:676(_translate_key)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:129(_set_pad_area)
        1    0.000    0.000    0.000    0.000 construction.py:487(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:815(mtime)
        4    0.000    0.000    0.000    0.000 copy.py:66(copy)
        4    0.000    0.000    0.000    0.000 validation.py:2780(_check_n_features)
        1    0.000    0.000    0.000    0.000 palette.py:11(Palette)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        5    0.000    0.000    0.000    0.000 base.py:858(__sklearn_tags__)
        1    0.000    0.000    0.000    0.000 core.py:116(iter_params_for_processing)
       11    0.000    0.000    0.000    0.000 numeric.py:1386(normalize_axis_tuple)
       50    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        4    0.000    0.000    0.000    0.000 <frozen os>:716(setdefault)
        1    0.000    0.000    0.000    0.000 types.py:405(_NumberParamTypeBase)
        8    0.000    0.000    0.000    0.000 nanops.py:75(__call__)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        1    0.000    0.000    0.000    0.000 base.py:6916(delete)
        1    0.000    0.000    0.000    0.000 report.py:1(<module>)
        3    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        1    0.000    0.000    0.000    0.000 models.py:274(OptionInfo)
      189    0.000    0.000    0.000    0.000 _metadata_requests.py:237(request_is_alias)
        1    0.000    0.000    0.000    0.000 _completion_shared.py:16(Shells)
        1    0.000    0.000    0.000    0.000 _ridge.py:2300(_BaseRidgeCV)
        1    0.000    0.000    0.000    0.000 exceptions.py:205(NoSuchOption)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        1    0.000    0.000    0.000    0.000 __init__.py:931(read_text)
       70    0.000    0.000    0.000    0.000 _docscrape.py:460(_str_signature)
      108    0.000    0.000    0.000    0.000 _param_validation.py:366(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 _encoders.py:465(OneHotEncoder)
        2    0.000    0.000    0.000    0.000 core.py:3050(__array_finalize__)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:69(ColumnNullType)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:950(SGDClassifier)
        1    0.000    0.000    0.000    0.000 __init__.py:354(<listcomp>)
        1    0.000    0.000    0.000    0.000 variables.py:18(Atom)
       72    0.000    0.000    0.000    0.000 _docscrape.py:374(<listcomp>)
        1    0.000    0.000    0.000    0.000 console.py:793(_detect_color_system)
        1    0.000    0.000    0.000    0.000 _better_exceptions.py:32(SyntaxHighlighter)
        1    0.000    0.000    0.000    0.000 segment.py:696(SegmentLines)
       57    0.000    0.000    0.000    0.000 _array_api.py:381(__getattr__)
        5    0.000    0.000    0.000    0.000 typing.py:2415(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        6    0.000    0.000    0.000    0.000 generic.py:2149(__array__)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmc.py:1955(PoissonDisk)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2477(any)
       75    0.000    0.000    0.000    0.000 config.py:810(wrap)
      120    0.000    0.000    0.000    0.000 _multiufuncs.py:43(<genexpr>)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
       75    0.000    0.000    0.000    0.000 construction.py:416(extract_array)
