Thu May 15 19:49:52 2025    /Users/nicole.r.frank/Breast-Cancer-Classification---SE489/reports/profiling/train.prof

         1350575 function calls (1320336 primitive calls) in 1.430 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 indexing.py:1563(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 console.py:547(ConsoleThreadLocals)
        1    0.000    0.000    0.000    0.000 _decode.py:1(<module>)
        9    0.000    0.000    0.000    0.000 function.py:64(__call__)
        7    0.000    0.000    0.000    0.000 threadpoolctl.py:174(<genexpr>)
       21    0.000    0.000    0.000    0.000 base.py:5144(_values)
        2    0.000    0.000    0.000    0.000 sysconfig.py:299(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        8    0.000    0.000    0.000    0.000 config.py:875(inner)
        1    0.000    0.000    0.000    0.000 stata.py:3204(StataWriter117)
        1    0.000    0.000    0.000    0.000 pydoc.py:540(__init__)
        1    0.000    0.000    0.000    0.000 parallel.py:1259(<dictcomp>)
       18    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        2    0.000    0.000    0.000    0.000 format.py:593(_calc_max_rows_fitted)
        1    0.000    0.000    0.000    0.000 zipfile.py:1893(__del__)
       23    0.000    0.000    0.000    0.000 expr.py:293(_op_maker)
        1    0.000    0.000    0.000    0.000 sql.py:1443(PandasSQL)
        1    0.000    0.000    0.000    0.000 process.py:633(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:163(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 _csc.py:17(_csc_base)
        3    0.000    0.000    0.000    0.000 common.py:1117(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 _genz_malik.py:11(GenzMalikCubature)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7183(kappa4_gen)
        8    0.000    0.000    0.000    0.000 validation.py:683(_check_estimator_name)
        1    0.000    0.000    0.000    0.000 _colorizer.py:364(Colorizer)
        1    0.000    0.000    0.000    0.000 expr.py:749(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 pool.py:745(ApplyResult)
        1    0.000    0.000    0.000    0.000 utils.py:2713(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1262(BPoly)
        1    0.000    0.000    0.000    0.000 _least_angle.py:1831(LassoLarsCV)
        1    0.000    0.000    0.000    0.000 _completion_classes.py:121(FishComplete)
        5    0.000    0.000    0.000    0.000 missing.py:673(na_value_for_dtype)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classes.py:1535(OneClassSVM)
        3    0.000    0.000    0.000    0.000 globals.py:49(pop_context)
        1    0.000    0.000    0.000    0.000 __init__.py:896(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 _rbf.py:55(Rbf)
        3    0.000    0.000    0.000    0.000 globals.py:44(push_context)
        9    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        1    0.000    0.000    0.000    0.000 core.py:948(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 base.py:2412(ExtensionOpsMixin)
        2    0.000    0.000    0.000    0.000 base.py:5676(<genexpr>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4331(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:19(make)
       19    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2165(IPv6Interface)
        2    0.000    0.000    0.000    0.000 generic.py:4379(_set_is_copy)
        1    0.000    0.000    0.000    0.000 blocks.py:790(copy)
        1    0.000    0.000    0.000    0.000 abc.py:177(InspectLoader)
        1    0.000    0.000    0.000    0.000 _completion_classes.py:174(PowerShellComplete)
       10    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        2    0.000    0.000    0.000    0.000 textwrap.py:112(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        2    0.000    0.000    0.000    0.000 pathlib.py:569(_cparts)
        3    0.000    0.000    0.000    0.000 _linalg.py:123(_makearray)
        1    0.000    0.000    0.000    0.000 core.py:6788(MaskedConstant)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
       14    0.000    0.000    0.000    0.000 threadpoolctl.py:520(<genexpr>)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2226(_median_dispatch)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        3    0.000    0.000    0.000    0.000 base.py:2776(_is_multi)
        1    0.000    0.000    0.000    0.000 pytables.py:2330(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
       10    0.000    0.000    0.000    0.000 arrayprint.py:1046(<genexpr>)
        6    0.000    0.000    0.000    0.000 _arraysetops_impl.py:132(_unpack_tuple)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:327(SingleDataManager)
        1    0.000    0.000    0.000    0.000 parquet.py:161(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 dop.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
        9    0.000    0.000    0.000    0.000 _util.py:973(_rename_parameter)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:552(__init__)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:21(_NestedSequence)
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:121(Buffer)
        1    0.000    0.000    0.000    0.000 renderer.py:28(RendererHTML)
        1    0.000    0.000    0.000    0.000 _dia.py:19(_dia_base)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 core.py:6981(_extrema_operation)
        1    0.000    0.000    0.000    0.000 parallel.py:957(Parallel)
        1    0.000    0.000    0.000    0.000 parser.py:161(Option)
       15    0.000    0.000    0.000    0.000 _colorizer.py:274(done)
       17    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 inference.py:300(<genexpr>)
       11    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:516(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_parsers.py:5(Frequencies)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        1    0.000    0.000    0.000    0.000 tempfile.py:133(_RandomNameSequence)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 _vertex.py:9(VertexBase)
        1    0.000    0.000    0.000    0.000 minpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _backend.py:7(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2871(truncweibull_min_gen)
        1    0.000    0.000    0.000    0.000 _split.py:1555(_RepeatedSplits)
        1    0.000    0.000    0.000    0.000 pathlib.py:787(parents)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 locks.py:24(Lock)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        3    0.000    0.000    0.000    0.000 _parallel_backends.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _ndbspline.py:26(NdBSpline)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2355(_pdf_dispatch)
        1    0.000    0.000    0.000    0.000 {built-in method time.asctime}
        1    0.000    0.000    0.000    0.000 dtypes.py:1433(NumpyEADtype)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 abc.py:131(TraversableResources)
        1    0.000    0.000    0.000    0.000 precision_recall_curve.py:14(PrecisionRecallDisplay)
        1    0.000    0.000    0.000    0.000 _classes.py:1154(SVR)
        1    0.000    0.000    0.000    0.000 _fileno.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        6    0.000    0.000    0.000    0.000 {method '__format__' of 'str' objects}
        5    0.000    0.000    0.000    0.000 dataclasses.py:846(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1298(__mro_entries__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 floating.py:16(FloatingDtype)
        1    0.000    0.000    0.000    0.000 series.py:1471(_set_as_cached)
        1    0.000    0.000    0.000    0.000 compressor.py:232(BinaryZlibFile)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:696(_Parameterization)
        7    0.000    0.000    0.000    0.000 core.py:2203(__repr__)
        4    0.000    0.000    0.000    0.000 console.py:760(file)
        1    0.000    0.000    0.000    0.000 ruler.py:68(Rule)
        1    0.000    0.000    0.000    0.000 _interpolate.py:132(_check_broadcast_up_to)
        1    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        9    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 disk.py:39(memstr_to_bytes)
       10    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 _sensitivity_analysis.py:161(SobolResult)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:1162(Lasso)
        1    0.000    0.000    0.000    0.000 _plotting.py:13(_BinaryClassifierCurveDisplayMixin)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       16    0.000    0.000    0.000    0.000 fromnumeric.py:3519(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 dtypes.py:107(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:207(Int8Dtype)
        1    0.000    0.000    0.000    0.000 tarfile.py:605(_FileInFile)
        1    0.000    0.000    0.000    0.000 info.py:841(_TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 scope.py:121(Scope)
        1    0.000    0.000    0.000    0.000 diagnose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:287(node)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3333(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:3065(MultiTaskLassoCV)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(ClickException)
        1    0.000    0.000    0.000    0.000 align.py:234(VerticalCenter)
        1    0.000    0.000    0.000    0.000 markdown.py:503(Markdown)
        1    0.000    0.000    0.000    0.000 variables.py:48(Variable)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
       16    0.000    0.000    0.000    0.000 core.py:97(augment_usage_errors)
        1    0.000    0.000    0.000    0.000 traceback.py:369(StackSummary)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:38(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 blocks.py:2811(ensure_block_shape)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:11969(rv_histogram)
        1    0.000    0.000    0.000    0.000 __init__.py:186(LegacyVersion)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 numeric.py:234(NumericArray)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
        1    0.000    0.000    0.000    0.000 add_newdocs.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1528(<dictcomp>)
       16    0.000    0.000    0.000    0.000 enum.py:1374(<lambda>)
        1    0.000    0.000    0.000    0.000 shape_base.py:80(atleast_2d)
        4    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 zipfile.py:2336(Path)
        1    0.000    0.000    0.000    0.000 context.py:321(LokyContext)
        1    0.000    0.000    0.000    0.000 pydoc.py:1187(__init__)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:324(_icdf_formula)
        1    0.000    0.000    0.000    0.000 biasedurn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(UsageError)
        2    0.000    0.000    0.000    0.000 matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1986(<dictcomp>)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3694(_shift_scale_distribution_function_2arg)
        1    0.000    0.000    0.000    0.000 _multivariate.py:293(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _compat.py:52(_NonClosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 _pick.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:892(__bool__)
        6    0.000    0.000    0.000    0.000 threading.py:1168(ident)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        6    0.000    0.000    0.000    0.000 _recattrs.py:8(__init__)
        6    0.000    0.000    0.000    0.000 _recattrs.py:23(__init__)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2271(vectorize)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 floating.py:156(Float32Dtype)
        1    0.000    0.000    0.000    0.000 process.py:13(LokyProcess)
        1    0.000    0.000    0.000    0.000 memory.py:356(MemorizedFunc)
        1    0.000    0.000    0.000    0.000 parallel.py:687(BatchCompletionCallBack)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:192(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1818(NdPPoly)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1303(<listcomp>)
        1    0.000    0.000    0.000    0.000 _missing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:136(MissingParameter)
       13    0.000    0.000    0.000    0.000 style.py:21(__init__)
        1    0.000    0.000    0.000    0.000 configparser.py:298(ParsingError)
        1    0.000    0.000    0.000    0.000 fragments_join.py:1(<module>)
        2    0.000    0.000    0.000    0.000 csvs.py:139(_get_index_label_flat)
       10    0.000    0.000    0.000    0.000 arrayprint.py:1047(<genexpr>)
        5    0.000    0.000    0.000    0.000 construction.py:688(_sanitize_non_ordered)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:895(_resolve_filename)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        4    0.000    0.000    0.000    0.000 base.py:915(__array__)
       11    0.000    0.000    0.000    0.000 blocks.py:718(dtype)
        1    0.000    0.000    0.000    0.000 case.py:243(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:15(ConfusionMatrixDisplay)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        2    0.000    0.000    0.000    0.000 arrayprint.py:59(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 blocks.py:2288(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 ops.py:953(BinGrouper)
        1    0.000    0.000    0.000    0.000 process_executor.py:1053(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 main.py:56(TestProgram)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1242(LinearMixing)
        1    0.000    0.000    0.000    0.000 _interpolate.py:798(PPoly)
        1    0.000    0.000    0.000    0.000 console.py:355(ThemeContext)
        1    0.000    0.000    0.000    0.000 markup.py:20(Tag)
        1    0.000    0.000    0.000    0.000 commonmark.py:1(<module>)
        8    0.000    0.000    0.000    0.000 link.py:25(__post_init__)
        4    0.000    0.000    0.000    0.000 _polynomial_impl.py:1223(_coeffs)
        1    0.000    0.000    0.000    0.000 _locks_machinery.py:47(create_handler_lock)
       15    0.000    0.000    0.000    0.000 flags.py:55(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 extras.py:1794(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 queues.py:337(SimpleQueue)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:349(VectorFunction)
        1    0.000    0.000    0.000    0.000 _ode.py:110(ode)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:36(_BarycentricRational)
        1    0.000    0.000    0.000    0.000 _classes.py:1348(NuSVR)
        1    0.000    0.000    0.000    0.000 highlighter.py:80(ReprHighlighter)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
       10    0.000    0.000    0.000    0.000 accessor.py:216(__init__)
       12    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1677(<genexpr>)
       19    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        2    0.000    0.000    0.000    0.000 accessor.py:53(_validate)
        6    0.000    0.000    0.000    0.000 fixes.py:432(_dataclass_args)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(Manager)
        1    0.000    0.000    0.000    0.000 base_events.py:275(Server)
        1    0.000    0.000    0.000    0.000 _locks_machinery.py:42(create_logger_lock)
        1    0.000    0.000    0.000    0.000 getlimits.py:639(iinfo)
        1    0.000    0.000    0.000    0.000 _iotools.py:228(NameValidator)
        1    0.000    0.000    0.000    0.000 integer.py:16(IntegerDtype)
        1    0.000    0.000    0.000    0.000 flags.py:10(Flags)
        1    0.000    0.000    0.000    0.000 ops.py:500(UnaryOp)
        1    0.000    0.000    0.000    0.000 _interpolate.py:574(_PPolyBase)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10229(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:209(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 _structures.py:29(InfinityType)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:445(_HTMLDocumentationLinkMixin)
        1    0.000    0.000    0.000    0.000 shell_completion.py:357(ZshComplete)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parser.py:45(start)
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
        8    0.000    0.000    0.000    0.000 reduction.py:27(register)
        8    0.000    0.000    0.000    0.000 typing.py:470(__getattr__)
        1    0.000    0.000    0.000    0.000 selector_events.py:756(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:363(errstate)
        5    0.000    0.000    0.000    0.000 __init__.py:55(using_pyarrow_string_dtype)
        1    0.000    0.000    0.000    0.000 extras.py:1847(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:3136(<lambda>)
        1    0.000    0.000    0.000    0.000 traceback.py:674(TracebackException)
        1    0.000    0.000    0.000    0.000 _file_sink.py:40(Compression)
        2    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
       10    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 zipfile.py:347(ZipInfo)
        1    0.000    0.000    0.000    0.000 filters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roc_curve.py:12(RocCurveDisplay)
        1    0.000    0.000    0.000    0.000 det_curve.py:10(DetCurveDisplay)
        1    0.000    0.000    0.000    0.000 regression.py:13(PredictionErrorDisplay)
        1    0.000    0.000    0.000    0.000 common.py:207(validate_header_arg)
       15    0.000    0.000    0.000    0.000 generic.py:363(attrs)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7752(ncx2_gen)
        3    0.000    0.000    0.000    0.000 _set_output.py:193(supported_outputs)
        1    0.000    0.000    0.000    0.000 parser.py:269(__init__)
        1    0.000    0.000    0.000    0.000 syntax.py:178(ANSISyntaxTheme)
        1    0.000    0.000    0.000    0.000 _internal.py:261(_ctypes)
        1    0.000    0.000    0.000    0.000 config_init.py:295(is_terminal)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:108(BinOp)
        1    0.000    0.000    0.000    0.000 _ni_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:1245(SafeConfigParser)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        2    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 selector_events.py:920(_SelectorSocketTransport)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:3614(_round_dispatcher)
        1    0.000    0.000    0.000    0.000 platform.py:740(_Processor)
        1    0.000    0.000    0.000    0.000 string_.py:71(StringDtype)
        1    0.000    0.000    0.000    0.000 integer.py:214(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:242(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 resample.py:2078(TimeGrouper)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:213(<listcomp>)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 _metadata_requests.py:119(_routing_enabled)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:91(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _ode.py:843(vode)
        1    0.000    0.000    0.000    0.000 fitpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tags.py:120(TransformerTags)
        1    0.000    0.000    0.000    0.000 link.py:169(LogLink)
        1    0.000    0.000    0.000    0.000 core.py:697(exit)
        1    0.000    0.000    0.000    0.000 zero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:3777(get_loc)
        7    0.000    0.000    0.000    0.000 getlimits.py:160(_register_type)
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 locks.py:446(Barrier)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       14    0.000    0.000    0.000    0.000 fromnumeric.py:2333(_sum_dispatcher)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:340(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:1533(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 accessors.py:36(ArrowAccessor)
        1    0.000    0.000    0.000    0.000 rolling.py:1466(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 info.py:716(_TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 __init__.py:1232(levy_stable_frozen)
        1    0.000    0.000    0.000    0.000 deprecation.py:11(deprecated)
        1    0.000    0.000    0.000    0.000 loss.py:70(BaseLoss)
        1    0.000    0.000    0.000    0.000 base_parser.py:601(_set_noconvert_dtype_columns)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 socket.py:675(SocketIO)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 zipfile.py:817(ZipExtFile)
        1    0.000    0.000    0.000    0.000 __init__.py:351(EntryPoints)
        1    0.000    0.000    0.000    0.000 cobyla.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1439(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _tags.py:14(InputTags)
        1    0.000    0.000    0.000    0.000 parser.py:33(Binding)
        1    0.000    0.000    0.000    0.000 _format.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base.py:791(is_)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 integer.py:249(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        2    0.000    0.000    0.000    0.000 base.py:7723(_unpack_nested_dtype)
        1    0.000    0.000    0.000    0.000 connection.py:364(Connection)
        5    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 integer.py:235(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:471(ThreadingBackend)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:10(LaplacianNd)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5442(norminvgauss_gen)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:44(__new__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3610(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3797(__init__)
        1    0.000    0.000    0.000    0.000 _dispatcher.py:456(ArgKminClassMode)
        2    0.000    0.000    0.000    0.000 models.py:86(__init__)
       18    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
       25    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 base.py:6685(_validate_indexer)
        2    0.000    0.000    0.000    0.000 blocks.py:219(_can_consolidate)
        1    0.000    0.000    0.000    0.000 _logger.py:183(<dictcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:244(FrameSummary)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 _colorama.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _asarray.py:109(<setcomp>)
        1    0.000    0.000    0.000    0.000 integer.py:221(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:256(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        2    0.000    0.000    0.000    0.000 base.py:456(_engine_type)
        1    0.000    0.000    0.000    0.000 series.py:978(__array__)
        1    0.000    0.000    0.000    0.000 _json.py:226(Writer)
        1    0.000    0.000    0.000    0.000 reusable_executor.py:104(_ReusablePoolExecutor)
        2    0.000    0.000    0.000    0.000 compressor.py:157(__init__)
        1    0.000    0.000    0.000    0.000 _docscrape.py:623(ClassDoc)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:1880(LassoCV)
        1    0.000    0.000    0.000    0.000 _search.py:1215(GridSearchCV)
        1    0.000    0.000    0.000    0.000 utils.py:38(MixedAnnotatedAndDefaultStyleError)
        1    0.000    0.000    0.000    0.000 integer.py:228(Int64Dtype)
        1    0.000    0.000    0.000    0.000 apply.py:1372(SeriesApply)
