Thu May 15 19:52:35 2025    /Users/nicole.r.frank/Breast-Cancer-Classification---SE489/reports/profiling/dataset.prof

         497747 function calls (485104 primitive calls) in 0.507 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      771    0.000    0.000    0.001    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.001    0.001 html_re.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        4    0.000    0.000    0.001    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
      674    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       15    0.000    0.000    0.001    0.000 parser.py:7(make_regex)
    20846    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
      187    0.000    0.000    0.001    0.000 typing.py:866(__init__)
        1    0.000    0.000    0.001    0.001 tzinfo.py:1(<module>)
    56/15    0.000    0.000    0.001    0.000 typing.py:1435(_determine_new_args)
      674    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
       32    0.000    0.000    0.001    0.000 inspect.py:2331(_signature_from_function)
        2    0.000    0.000    0.001    0.001 pytables.py:1(<module>)
     2022    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      509    0.000    0.000    0.001    0.000 _inspect.py:96(getargspec)
        1    0.001    0.001    0.001    0.001 c_parser_wrapper.py:222(read)
    56/15    0.000    0.000    0.001    0.000 typing.py:1464(_make_substitution)
      334    0.000    0.000    0.001    0.000 enum.py:1525(__and__)
       11    0.000    0.000    0.001    0.000 typing.py:2982(__new__)
     1581    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ruler.py:1(<module>)
       59    0.000    0.000    0.001    0.000 typing.py:1655(__getitem_inner__)
       55    0.000    0.000    0.001    0.000 typing.py:1670(__getitem__)
     4917    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.001    0.001 _parse.py:1(<module>)
      311    0.000    0.000    0.001    0.000 function_base.py:487(add_newdoc)
     6644    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      675    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 expr.py:1(<module>)
    15924    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 fractions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rolling.py:1855(Rolling)
      187    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
  490/446    0.000    0.000    0.001    0.000 typing.py:1695(__hash__)
       14    0.000    0.000    0.001    0.000 core.py:113(doc_note)
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 readers.py:1575(__init__)
        1    0.000    0.000    0.001    0.001 series.py:4620(map)
       20    0.000    0.000    0.001    0.000 dataclasses.py:624(_cmp_fn)
        1    0.000    0.000    0.001    0.001 getlimits.py:167(_register_known_types)
      449    0.000    0.000    0.001    0.000 _parser.py:316(_class_escape)
        1    0.000    0.000    0.001    0.001 process.py:1(<module>)
     3170    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1030(__exit__)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _policybase.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base.py:891(_map_values)
       49    0.000    0.000    0.001    0.000 typing.py:1830(__class_getitem__)
        1    0.000    0.000    0.001    0.001 algorithms.py:1667(map_array)
        1    0.000    0.000    0.001    0.001 readers.py:1848(_make_engine)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
      183    0.000    0.000    0.001    0.000 _parser.py:98(closegroup)
       16    0.000    0.000    0.001    0.000 dataclasses.py:588(_repr_fn)
      270    0.000    0.000    0.001    0.000 _decorators.py:379(<listcomp>)
        2    0.000    0.000    0.001    0.000 token.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 configparser.py:570(RawConfigParser)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        4    0.000    0.000    0.001    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:108(import_module)
        1    0.000    0.000    0.001    0.001 _completion_shared.py:1(<module>)
      215    0.000    0.000    0.001    0.000 enum.py:367(__setitem__)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1192(_gcd_import)
     3170    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:51(Expanding)
        1    0.000    0.000    0.001    0.001 _function_base_impl.py:1(<module>)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
      340    0.000    0.000    0.001    0.000 typing.py:1591(<genexpr>)
        1    0.000    0.000    0.001    0.001 _parser.py:1(<module>)
       82    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1699(path_hook_for_FileFinder)
        1    0.000    0.000    0.001    0.001 replacements.py:1(<module>)
        1    0.000    0.000    0.001    0.001 resample.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
      793    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
        2    0.000    0.000    0.001    0.000 entities.py:1(<module>)
